region_name,region_population,avg_rainfall_mm,soil_quality_index,temperature_celsius,major_crop_type,crop_area_hectares,crop_yield_tonne,fertilizer_demand_kg,pesticide_demand_litre,seed_demand_kg,irrigation_need_index,market_price_index,agri_infrastructure_score,subsidy_level
Maharashtra - Urban District 2561,10397,890.2,59.0,26.0,Wheat,30.0,111.36,2724.2,41.11,1691.6,70.4,106.2,69.5,26.5
Goa - Plateau District 2562,10663,738.1,70.6,17.9,Rice,30.0,102.43,3807.7,48.87,1280.9,81.8,96.1,50.3,34.8
Chhattisgarh - Plains District 2563,17744,911.5,46.6,29.5,Rice,32.0,145.32,5346.4,59.62,1322.8,81.1,119.7,44.4,27.3
Himachal Pradesh - East District 2564,79083,356.2,100.0,31.0,Maize,134.6,865.92,12265.7,493.13,2817.6,84.8,102.9,96.4,0.0
Sikkim - East District 2565,15872,933.5,73.6,30.1,Wheat,30.0,159.19,2906.0,41.56,1554.0,52.3,109.1,56.0,30.3
Puducherry - Central District 2566,139029,828.8,85.3,34.8,Maize,242.3,1047.7,20163.6,562.57,4135.0,76.5,117.5,76.5,0.0
Odisha - Rural District 2567,39650,1520.8,73.2,25.4,Maize,72.4,649.08,7169.8,245.46,1513.9,57.7,110.0,62.6,14.8
Ladakh - South District 2568,21541,1129.0,74.7,29.4,Rice,30.0,161.16,3284.2,61.46,1199.4,71.9,87.2,65.9,24.4
Madhya Pradesh - Valley District 2569,10457,799.6,44.8,23.0,Wheat,30.0,108.73,3504.6,38.01,1418.3,75.4,123.7,29.5,43.1
Jammu & Kashmir - Hills District 2570,13179,459.9,75.5,28.8,Maize,30.0,108.27,2954.1,66.36,592.8,68.6,97.8,40.8,39.7
West Bengal - North District 2571,25424,985.4,45.4,22.7,Wheat,54.8,231.01,5780.3,80.48,2732.1,63.7,128.6,45.3,9.1
Bihar - West District 2572,58567,1006.2,46.9,32.1,Rice,119.3,607.89,14983.3,248.58,4645.7,71.5,115.1,66.3,0.0
Andhra Pradesh - East District 2573,123540,1395.8,54.9,32.9,Pulses,98.5,223.95,4600.2,76.62,3060.1,60.3,123.4,83.0,0.0
Madhya Pradesh - Delta District 2574,84498,1229.9,64.4,25.9,Rice,84.6,576.45,10275.5,127.22,3120.4,48.8,114.4,62.1,0.0
Delhi - Plains District 2575,47484,1125.5,51.8,29.5,Pulses,48.3,53.73,2174.6,33.37,1390.8,52.9,116.3,47.5,36.6
Madhya Pradesh - West District 2576,40079,1225.5,30.5,20.4,Wheat,83.7,361.18,10699.8,108.48,4087.8,52.2,117.3,70.6,32.1
Chhattisgarh - North District 2577,46409,1117.6,38.9,27.7,Wheat,49.3,160.55,6275.3,76.34,2382.7,52.8,86.0,32.0,0.0
Himachal Pradesh - Delta District 2578,51300,1270.7,46.2,29.9,Rice,83.1,328.32,11163.1,126.58,3314.3,60.5,117.8,53.2,1.9
Jharkhand - Valley District 2579,66194,1499.4,66.8,27.3,Rice,62.2,365.91,7074.7,144.91,2536.3,32.6,83.6,45.5,0.0
West Bengal - Central District 2580,47923,1145.0,66.2,29.7,Rice,84.8,358.26,11951.6,139.67,3404.2,48.2,91.9,24.9,2.3
Ladakh - South District 2581,18033,1096.8,84.3,32.3,Maize,30.0,226.15,3402.0,78.38,574.2,47.4,93.3,57.2,42.7
Arunachal Pradesh - Coastal District 2582,27427,1284.8,92.9,30.7,Rice,58.1,396.14,5105.9,140.48,2152.6,35.4,93.1,56.4,39.5
Chhattisgarh - Plains District 2583,27754,1067.9,34.3,20.8,Maize,53.3,284.06,6320.0,129.32,1128.8,55.4,94.6,52.5,23.2
Telangana - Rural District 2584,52039,1324.4,63.8,28.5,Maize,78.1,491.73,8608.9,183.86,1473.5,46.7,108.0,40.8,37.2
Jammu & Kashmir - South District 2585,116998,735.3,48.1,21.3,Pulses,241.2,643.45,11835.0,190.91,7845.5,71.8,117.0,90.7,0.0
Tamil Nadu - North District 2586,28838,1279.2,50.0,27.3,Rice,36.7,198.83,6222.2,78.58,1465.4,52.9,104.7,53.4,15.4
West Bengal - Central District 2587,13038,1250.6,63.1,30.3,Maize,30.0,209.54,3148.8,123.38,593.6,65.8,103.3,36.4,19.9
Jammu & Kashmir - Delta District 2588,26642,1231.7,58.2,28.0,Rice,32.5,212.41,4680.7,68.27,1281.3,56.5,88.3,55.6,41.9
Madhya Pradesh - Urban District 2589,17347,334.4,75.6,28.8,Maize,30.0,58.26,2996.0,52.08,578.8,87.4,101.5,48.0,16.7
Nagaland - Valley District 2590,34883,1415.0,45.1,25.7,Wheat,51.2,254.73,6287.1,77.3,2395.1,49.2,96.5,62.3,0.0
Telangana - West District 2591,126850,1032.0,50.2,26.8,Wheat,164.8,713.6,17211.5,230.98,8358.3,64.4,107.7,83.2,0.0
Bihar - Plains District 2592,18033,791.9,73.1,30.0,Rice,32.1,171.7,4315.0,64.27,1328.8,73.7,100.3,58.4,10.7
Madhya Pradesh - Plains District 2593,225683,1518.4,46.6,26.1,Wheat,265.0,1868.81,34228.0,460.93,13143.7,34.4,118.6,87.2,0.0
Nagaland - Delta District 2594,17139,586.4,46.8,26.4,Rice,30.0,126.25,4082.7,60.85,1028.9,77.3,104.3,60.2,19.1
Himachal Pradesh - Valley District 2595,14665,994.4,93.3,29.5,Wheat,30.0,94.51,2548.0,35.48,1648.8,58.2,96.4,50.3,38.3
Chhattisgarh - Plains District 2596,39062,764.1,68.4,27.1,Pulses,30.0,39.83,1254.2,19.0,801.1,72.9,92.9,40.7,5.6
Odisha - West District 2597,52687,1469.2,52.7,26.2,Pulses,111.7,350.84,5057.1,73.88,3401.9,40.0,118.6,69.0,0.0
Puducherry - North District 2598,121311,1166.3,30.8,21.4,Maize,223.2,1248.95,34940.1,633.92,4780.9,58.8,114.5,93.9,0.0
Delhi - Valley District 2599,33009,700.4,73.5,27.4,Rice,50.7,252.69,5560.0,124.93,1733.7,81.0,100.2,74.5,30.1
Haryana - Valley District 2600,6376,1294.7,57.2,29.4,Rice,30.0,233.93,4172.3,70.96,1253.8,70.7,119.6,34.3,52.7
Bihar - Valley District 2601,11798,400.0,90.5,23.4,Maize,30.7,106.83,3048.3,75.66,631.7,89.0,90.8,36.2,49.4
Rajasthan - East District 2602,8048,1290.8,65.8,34.8,Wheat,30.0,198.73,3037.0,42.52,1441.7,55.0,100.0,58.6,3.2
Manipur - Plains District 2603,41517,980.1,61.1,24.5,Wheat,44.4,211.92,4688.7,79.03,2177.3,76.0,95.7,44.6,32.6
Jharkhand - Delta District 2604,6562,1062.6,64.6,26.6,Rice,30.0,163.18,4120.5,65.18,1166.8,58.3,108.3,69.9,57.5
Maharashtra - West District 2605,16484,1449.3,50.2,32.2,Rice,33.6,200.14,4285.0,66.17,1401.4,47.0,123.1,56.6,34.2
Andhra Pradesh - Plains District 2606,27576,487.3,31.8,32.7,Rice,42.7,151.59,6274.2,71.03,1883.2,82.4,104.1,42.5,26.7
Delhi - South District 2607,23225,1889.3,47.2,32.6,Wheat,30.0,280.57,3303.0,49.09,1416.7,42.3,114.9,62.6,26.1
Bihar - Plains District 2608,17644,1318.2,85.0,28.8,Rice,33.8,268.86,3684.5,95.17,1319.9,43.3,99.1,45.1,50.7
Ladakh - Central District 2609,12460,938.0,81.8,24.7,Maize,30.0,166.15,2873.9,96.25,620.8,52.7,105.5,52.9,34.5
Madhya Pradesh - South District 2610,15984,1635.5,53.4,27.4,Maize,31.6,246.5,3728.2,88.63,665.4,34.2,101.5,48.8,37.0
Jharkhand - Central District 2611,14107,845.2,65.7,30.0,Rice,30.0,160.26,3283.0,59.33,1233.8,60.0,114.3,57.1,51.6
Haryana - North District 2612,30624,896.9,33.4,26.3,Rice,42.6,178.22,6171.3,75.84,1644.1,63.4,92.7,61.6,0.0
Puducherry - Urban District 2613,43244,1153.9,62.5,29.4,Wheat,63.7,345.44,5468.1,100.59,3050.8,49.8,111.4,68.6,4.8
Manipur - Urban District 2614,25183,690.0,87.1,31.6,Rice,30.0,97.96,3300.8,59.0,1192.2,66.0,88.7,68.5,38.3
Ladakh - Central District 2615,24466,917.2,75.3,31.2,Maize,47.0,272.87,4529.5,118.7,913.8,60.9,111.4,46.0,29.9
West Bengal - Central District 2616,11385,585.4,34.1,22.9,Wheat,30.0,80.11,3789.4,39.22,1581.4,79.2,103.9,37.8,37.1
Chhattisgarh - Rural District 2617,30602,755.8,20.6,26.7,Rice,32.3,91.9,5091.0,52.22,1209.1,78.3,110.2,74.9,20.2
Karnataka - West District 2618,11344,1471.2,72.8,19.8,Pulses,30.0,104.33,1126.8,24.52,845.2,67.1,90.6,18.9,29.0
Kerala - South District 2619,19219,1144.4,39.0,24.6,Rice,38.9,184.75,4720.6,67.36,1578.7,70.4,105.6,24.5,46.3
Kerala - North District 2620,33198,1603.2,30.5,25.5,Wheat,34.9,178.34,3975.7,59.2,1661.6,43.0,118.8,62.8,0.1
Odisha - Coastal District 2621,50670,1640.4,52.1,26.2,Rice,89.8,714.04,12367.1,193.22,3813.3,37.2,111.9,51.1,0.0
Ladakh - Urban District 2622,64079,1054.9,51.3,23.7,Wheat,92.7,305.4,7505.0,92.88,4660.4,59.3,94.7,50.9,4.8
Meghalaya - Valley District 2623,33393,803.8,71.1,29.6,Maize,53.8,359.13,6452.7,181.08,878.8,77.2,107.3,73.3,9.2
Gujarat - Delta District 2624,20669,938.1,70.2,28.2,Rice,41.3,169.64,5313.5,69.47,1762.7,68.0,107.1,27.9,13.4
Sikkim - Plateau District 2625,18607,885.1,63.7,25.2,Rice,35.6,156.7,4463.0,71.53,1353.9,45.2,101.8,37.2,30.8
Andhra Pradesh - West District 2626,135064,1405.0,65.1,22.9,Maize,225.6,980.05,28994.9,639.14,4559.8,60.4,115.3,71.7,0.0
Haryana - West District 2627,29131,1015.6,76.8,22.9,Rice,34.8,224.96,4262.5,70.71,1371.5,42.5,93.2,46.6,21.1
Maharashtra - Plains District 2628,62277,966.1,56.2,28.3,Wheat,111.0,453.64,8943.3,137.05,5688.2,56.3,105.6,72.6,23.8
Uttar Pradesh - West District 2629,10970,294.9,51.4,27.4,Rice,30.0,65.4,4170.1,52.53,1179.6,88.6,122.3,55.5,45.1
Bihar - Delta District 2630,9237,994.8,48.3,28.1,Wheat,30.0,169.75,3752.7,34.49,1514.8,75.9,109.4,49.2,51.4
Meghalaya - Delta District 2631,41466,756.9,70.7,23.4,Rice,90.6,444.0,11938.5,149.05,4038.2,57.6,99.8,71.1,36.7
Madhya Pradesh - Urban District 2632,12085,1073.5,84.2,20.7,Wheat,30.0,179.45,2245.1,48.64,1462.3,44.0,109.0,48.2,36.9
Sikkim - Central District 2633,12090,955.5,61.3,25.4,Pulses,30.0,21.62,1433.7,16.37,977.5,92.8,108.0,46.8,39.3
Haryana - Coastal District 2634,77268,1644.0,65.4,31.6,Wheat,107.0,677.62,11029.0,221.68,5482.9,39.4,96.0,51.4,0.0
Himachal Pradesh - Coastal District 2635,7685,821.3,47.0,26.9,Wheat,30.0,154.53,4091.7,52.47,1493.8,77.6,106.8,57.3,35.0
Nagaland - South District 2636,8295,1393.3,75.8,32.3,Pulses,30.0,103.23,1191.3,23.23,979.2,50.4,111.1,41.3,39.3
Bihar - West District 2637,101758,865.3,62.5,26.2,Wheat,120.0,491.26,11255.4,126.57,5915.2,83.0,114.8,52.9,0.0
Odisha - Central District 2638,22899,1618.1,22.3,28.0,Wheat,38.0,266.89,5464.2,77.97,1919.5,49.5,100.7,39.1,31.3
Rajasthan - Plateau District 2639,36139,611.8,51.1,29.4,Wheat,54.7,168.11,4909.7,79.43,2683.1,72.8,105.1,39.2,19.3
Rajasthan - South District 2640,41527,964.2,83.1,23.2,Maize,55.5,433.43,5645.7,189.77,1073.2,62.7,122.4,44.0,1.8
Kerala - Delta District 2641,33058,919.1,58.9,30.1,Rice,45.4,216.23,6012.7,71.07,1823.5,67.4,103.7,45.8,23.2
Bihar - North District 2642,45180,958.3,68.9,28.2,Wheat,57.1,273.35,5055.4,98.03,2701.4,81.3,129.2,64.0,0.0
Gujarat - West District 2643,59114,1312.6,52.7,23.3,Wheat,30.0,181.16,3271.2,55.06,1431.7,61.9,116.7,55.9,10.6
Jharkhand - Delta District 2644,22195,717.7,33.1,27.6,Rice,37.6,112.83,5921.4,66.19,1512.2,57.3,116.2,70.4,25.6
Uttarakhand - Coastal District 2645,60971,909.2,62.4,32.4,Wheat,78.6,347.62,7027.8,105.16,3995.7,48.3,103.1,55.3,0.0
Goa - Coastal District 2646,30993,924.9,47.4,20.4,Wheat,30.0,98.99,3146.7,40.44,1396.4,78.0,118.8,43.7,22.5
Kerala - Central District 2647,62880,764.1,63.3,23.4,Wheat,67.9,360.81,6926.0,91.86,3618.9,80.6,103.8,55.7,0.0
West Bengal - Plains District 2648,14497,1634.3,44.8,23.0,Pulses,30.0,84.29,1304.5,26.11,844.8,37.1,103.6,44.7,20.0
Haryana - Rural District 2649,51614,1376.6,43.4,27.6,Wheat,86.5,336.13,8597.9,128.69,4119.6,44.6,101.8,42.3,25.3
Odisha - West District 2650,12042,1073.2,68.7,30.0,Wheat,30.0,152.13,2694.2,44.53,1465.3,55.3,111.2,37.0,46.7
Uttar Pradesh - Plateau District 2651,56839,1346.0,49.0,27.9,Rice,86.6,662.23,10759.1,214.15,3492.9,62.4,103.6,71.8,13.4
Uttarakhand - Urban District 2652,32469,895.6,59.9,23.1,Rice,37.5,210.2,4784.0,80.59,1470.3,65.1,97.6,56.6,24.4
Goa - East District 2653,12586,1406.3,52.3,23.4,Maize,30.0,242.41,3541.1,114.89,565.5,49.1,103.9,34.9,45.8
Jammu & Kashmir - Central District 2654,21683,1178.1,46.5,26.5,Rice,32.8,173.7,4610.3,69.77,1230.0,50.5,119.0,55.9,41.3
Uttar Pradesh - Central District 2655,26629,680.0,55.5,22.3,Maize,49.4,254.45,6612.1,130.1,974.7,71.9,108.2,63.4,24.7
Kerala - Delta District 2656,107525,1132.4,72.6,32.4,Wheat,92.6,566.59,9238.8,153.13,4610.0,75.8,103.6,63.8,0.0
Uttarakhand - Rural District 2657,132295,1413.7,34.6,25.1,Maize,188.0,1427.3,24698.4,635.37,3681.0,41.9,89.1,97.3,0.0
Gujarat - Coastal District 2658,14759,1244.2,70.5,25.0,Wheat,30.0,198.99,3229.8,49.13,1323.7,60.3,111.6,39.0,37.5
Jharkhand - Coastal District 2659,25273,1451.3,57.4,26.1,Rice,43.5,196.68,7351.6,93.0,1838.0,63.0,93.8,45.5,3.2
Puducherry - West District 2660,91703,1458.5,19.5,29.0,Wheat,131.1,545.28,15868.5,130.75,6736.3,36.8,111.5,40.5,0.0
Karnataka - Plains District 2661,15649,616.8,70.6,27.7,Maize,30.0,96.55,3436.7,53.69,586.1,97.5,85.0,76.0,44.1
Sikkim - Urban District 2662,27493,1769.8,66.2,21.4,Maize,60.9,496.78,6441.8,210.29,1203.7,24.8,92.6,60.6,27.8
Assam - Central District 2663,38835,550.9,71.5,24.6,Rice,49.3,186.75,6614.4,76.56,1792.2,79.7,94.6,38.3,0.0
Karnataka - Rural District 2664,63898,998.4,54.8,31.7,Wheat,111.1,546.14,12343.3,185.27,5371.3,74.1,116.0,39.5,5.1
Rajasthan - Plains District 2665,55356,669.1,55.9,18.5,Wheat,36.3,130.77,3553.8,51.47,1793.1,74.7,103.0,54.3,0.2
Odisha - Central District 2666,45362,1502.1,68.5,26.4,Pulses,58.7,147.12,2448.9,42.31,1792.8,47.0,107.9,34.8,5.6
Gujarat - Hills District 2667,12536,1265.3,46.3,26.0,Rice,30.0,196.58,4155.5,68.91,1216.6,58.7,89.2,48.5,23.0
Sikkim - Urban District 2668,38323,1065.7,83.6,28.4,Maize,43.6,332.06,4822.8,141.98,884.3,62.6,111.2,41.8,36.8
Andhra Pradesh - Hills District 2669,26790,1145.3,70.9,27.2,Maize,59.1,425.66,4917.6,174.58,1276.7,51.7,106.7,49.1,11.3
Bihar - East District 2670,40748,1358.1,69.1,25.3,Maize,89.6,703.97,9053.1,326.12,1683.2,62.2,93.4,51.6,10.0
Rajasthan - Valley District 2671,10018,1492.6,69.1,29.1,Wheat,30.0,165.19,2926.0,50.03,1514.9,49.6,110.5,58.1,34.3
Jammu & Kashmir - Plateau District 2672,13854,1618.0,46.0,22.9,Rice,30.0,253.84,4149.5,82.63,1215.9,48.4,97.3,67.5,51.9
Nagaland - Hills District 2673,96591,824.1,52.2,28.1,Wheat,265.4,800.79,24487.0,330.04,13174.4,86.1,99.4,57.8,0.0
Punjab - Coastal District 2674,5897,1062.1,73.3,32.9,Rice,30.0,194.09,4252.8,73.79,1221.2,57.0,104.4,33.6,50.9
Goa - East District 2675,159249,842.1,94.9,26.6,Maize,285.1,1974.42,24236.8,878.56,5598.1,68.6,113.1,90.3,0.0
Uttar Pradesh - Urban District 2676,9042,960.4,40.1,22.2,Rice,30.0,139.51,4446.1,53.67,1221.8,63.7,94.6,55.9,44.5
Ladakh - Plains District 2677,18495,1376.6,57.9,32.5,Maize,30.0,205.67,2647.1,101.96,593.1,55.3,96.4,62.5,43.7
Rajasthan - Valley District 2678,41753,687.4,67.3,27.8,Rice,53.6,232.08,6097.3,93.89,2132.7,92.7,108.6,51.7,20.5
Rajasthan - East District 2679,9263,388.6,83.3,27.7,Wheat,30.0,94.91,2589.9,48.88,1407.0,85.7,93.6,74.1,32.3
Andhra Pradesh - South District 2680,32629,797.5,59.0,37.3,Pulses,36.3,67.89,1696.3,28.49,1067.2,67.2,95.9,58.5,24.4
Nagaland - South District 2681,18473,1598.0,24.0,23.9,Maize,30.0,240.45,4773.8,95.46,542.7,35.6,108.1,53.2,16.9
Puducherry - West District 2682,5618,592.5,64.3,27.2,Wheat,30.0,44.21,2930.2,41.29,1430.8,85.2,104.0,44.2,43.7
Sikkim - Coastal District 2683,5503,728.7,46.9,24.4,Rice,30.0,106.03,3712.8,52.16,1261.8,64.6,89.1,41.3,25.7
Nagaland - North District 2684,19860,764.8,43.3,25.5,Pulses,40.6,15.44,1989.5,19.89,1073.1,80.2,118.3,61.2,12.3
Uttar Pradesh - Plains District 2685,6088,1421.5,38.9,25.3,Maize,30.0,214.57,3800.2,112.05,605.1,54.3,87.6,48.3,43.8
Tamil Nadu - East District 2686,24961,1077.3,45.9,25.8,Wheat,56.4,229.54,6427.7,93.34,2561.9,66.1,99.6,31.8,29.4
Sikkim - Plateau District 2687,48340,865.7,42.3,28.8,Pulses,130.9,45.13,5824.4,62.08,4249.2,62.0,108.0,58.4,0.0
Tamil Nadu - South District 2688,65444,694.8,40.8,27.5,Rice,140.7,515.22,21588.7,310.84,5625.4,88.7,75.5,49.3,0.0
Assam - Valley District 2689,42264,890.7,85.7,34.2,Wheat,30.0,114.94,2685.2,48.33,1438.4,68.3,112.0,64.8,10.1
Telangana - Plains District 2690,52699,868.3,78.4,34.9,Wheat,77.7,353.17,6266.6,91.83,3781.4,62.6,97.5,83.9,0.0
West Bengal - Rural District 2691,14826,1380.8,71.9,27.9,Rice,30.0,167.08,3683.2,61.56,1184.0,60.2,95.1,42.9,44.7
Jharkhand - Plateau District 2692,17491,1128.5,28.5,24.9,Pulses,32.4,77.13,1512.6,19.84,969.0,87.1,101.6,69.3,19.9
Nagaland - Valley District 2693,7163,1213.9,50.0,30.0,Wheat,30.0,120.51,2830.9,42.41,1526.9,61.0,115.3,51.7,38.8
West Bengal - Urban District 2694,11214,1011.9,59.1,28.1,Wheat,30.0,128.19,3010.1,53.46,1516.6,63.8,97.3,69.3,48.1
Kerala - Plateau District 2695,16754,710.9,75.9,26.8,Rice,30.0,108.5,3151.0,39.58,1250.9,85.2,76.5,57.6,46.9
Punjab - South District 2696,27982,1334.4,24.2,24.9,Rice,42.6,273.56,7315.0,86.28,1800.0,56.1,108.5,69.9,23.1
Andhra Pradesh - Urban District 2697,41150,1546.1,29.5,31.8,Rice,98.3,777.42,15440.9,281.72,3842.2,47.1,101.4,59.5,5.0
Odisha - Valley District 2698,95751,1389.2,37.3,23.6,Pulses,199.0,213.62,9731.0,124.89,5440.3,48.1,92.3,54.5,0.0
Uttar Pradesh - East District 2699,29191,1277.3,51.9,19.2,Maize,66.7,409.11,7757.0,169.89,1405.5,48.6,90.6,43.8,44.1
Manipur - Rural District 2700,38555,1077.3,57.0,26.4,Wheat,30.0,101.98,3307.6,42.53,1665.4,67.1,112.9,35.4,32.0
Madhya Pradesh - Plains District 2701,8265,653.1,23.2,29.5,Rice,30.0,117.96,5271.9,60.24,1196.9,59.6,116.8,41.9,25.5
Tamil Nadu - Plateau District 2702,17212,1454.1,67.9,26.7,Pulses,32.7,16.68,1307.3,17.65,1020.5,52.0,97.9,55.1,27.8
Madhya Pradesh - Coastal District 2703,11960,1664.9,60.3,23.7,Rice,30.0,269.52,3917.3,78.97,1247.6,33.0,106.0,68.1,33.9
Jammu & Kashmir - Rural District 2704,13757,1657.2,71.8,20.6,Pulses,30.0,73.32,1156.8,17.25,895.5,50.7,111.6,51.4,33.8
Maharashtra - Delta District 2705,21348,1277.8,94.7,29.1,Pulses,30.0,84.35,1056.7,25.47,934.2,56.7,96.2,84.5,27.2
Punjab - Central District 2706,19060,1333.3,33.6,28.6,Wheat,38.2,164.6,4821.0,61.06,1977.3,60.9,102.7,51.3,40.5
Haryana - Central District 2707,13362,1298.1,50.5,22.5,Wheat,32.9,135.0,3643.0,46.89,1662.2,66.8,111.6,36.8,44.6
Bihar - Delta District 2708,7878,1333.2,28.8,23.4,Pulses,30.0,16.6,1540.5,15.47,847.1,54.4,109.1,52.0,53.4
Bihar - Delta District 2709,12234,1568.0,32.6,24.2,Wheat,30.0,191.83,3603.9,55.65,1432.1,49.3,105.0,43.7,44.9
Chhattisgarh - Rural District 2710,5751,1543.6,18.3,30.8,Wheat,30.0,153.37,3448.8,43.84,1601.5,41.6,96.6,39.1,62.3
Andhra Pradesh - Urban District 2711,40436,909.2,45.1,31.9,Pulses,32.7,59.14,1535.0,20.43,988.2,54.5,116.0,30.4,0.0
Arunachal Pradesh - Delta District 2712,16149,1264.3,49.0,31.5,Rice,30.0,216.55,4388.6,57.98,1315.7,63.2,115.9,31.1,32.3
Kerala - Central District 2713,99570,1272.5,69.7,27.5,Pulses,93.4,167.73,3670.4,60.97,2762.2,56.9,114.8,51.1,0.0
Nagaland - Plains District 2714,95544,948.2,83.0,28.4,Rice,146.6,836.75,17181.8,303.78,6267.7,44.3,106.9,87.7,0.0
Himachal Pradesh - Valley District 2715,25102,988.8,62.4,25.9,Pulses,50.6,201.3,2308.8,42.83,1461.2,57.6,102.0,45.6,21.8
Andhra Pradesh - Valley District 2716,31028,923.2,56.8,24.9,Wheat,58.1,183.42,5928.9,92.67,2624.6,77.4,116.3,59.0,26.8
Manipur - Plains District 2717,152827,1241.9,36.5,25.7,Wheat,236.2,1265.25,26740.8,358.64,12909.8,67.1,94.8,89.6,0.0
Jharkhand - Rural District 2718,6378,782.0,30.8,29.4,Maize,30.0,136.12,4533.9,59.87,626.2,70.8,110.9,49.8,33.1
Puducherry - West District 2719,20939,1449.4,42.9,26.4,Wheat,30.0,157.05,3401.5,54.65,1460.6,58.2,114.1,35.2,42.2
Chhattisgarh - Delta District 2720,24841,863.3,58.1,22.4,Rice,30.0,141.08,4343.2,51.78,1128.0,76.3,109.9,45.2,27.0
Ladakh - East District 2721,26141,1113.4,45.3,28.1,Maize,34.8,196.63,3858.9,102.22,653.8,64.9,110.1,58.1,39.5
Gujarat - Plains District 2722,17123,872.9,47.5,26.8,Pulses,30.0,90.43,1521.1,20.95,830.3,52.8,103.2,39.1,18.7
Sikkim - Delta District 2723,92937,625.9,38.5,28.7,Maize,102.7,150.92,11512.8,226.61,1964.7,75.7,102.4,46.1,0.0
Andhra Pradesh - Central District 2724,20301,1541.1,54.0,28.4,Rice,30.0,203.23,4126.9,62.68,1142.6,44.9,110.8,44.7,40.2
Goa - North District 2725,9093,899.9,47.2,27.8,Wheat,30.0,110.66,3278.3,51.02,1445.8,58.1,111.0,67.9,40.6
Arunachal Pradesh - Valley District 2726,21245,1385.1,57.6,27.3,Rice,30.0,208.85,3718.1,66.0,1229.3,53.9,104.1,56.0,31.9
Jammu & Kashmir - East District 2727,23265,376.8,44.8,25.6,Rice,30.0,119.37,4798.8,52.95,1292.3,98.9,100.8,45.5,21.7
Gujarat - Central District 2728,11084,1437.7,53.9,28.9,Wheat,30.0,129.83,3120.9,50.82,1456.7,53.5,79.7,27.5,38.5
Maharashtra - Plains District 2729,18311,1119.4,63.1,30.5,Maize,30.0,183.29,3398.3,81.36,573.4,68.6,103.1,56.7,25.2
Goa - Hills District 2730,9277,822.4,41.9,22.9,Maize,30.0,104.93,3808.3,73.08,609.5,64.4,107.0,52.6,41.7
Himachal Pradesh - Plateau District 2731,39108,545.3,37.8,29.1,Rice,55.7,122.65,8306.2,108.64,2094.0,89.1,93.4,53.7,32.8
Meghalaya - Central District 2732,124822,1134.0,57.3,30.2,Rice,286.1,1503.21,41670.2,624.62,12306.3,43.8,117.6,50.6,0.0
Telangana - Plateau District 2733,77216,1135.9,70.8,20.9,Rice,134.3,1002.07,15061.6,284.48,5891.2,66.7,108.5,79.8,0.0
Ladakh - West District 2734,26073,893.7,65.3,25.2,Rice,47.1,227.61,6379.4,119.12,1846.1,66.8,96.9,38.7,31.6
Haryana - Hills District 2735,46959,1375.9,73.5,27.8,Rice,79.3,495.19,7443.2,135.56,3127.1,59.3,115.9,50.2,19.6
Gujarat - South District 2736,56529,970.0,90.6,24.5,Rice,93.0,557.33,10203.4,231.93,3927.5,49.5,114.7,73.7,0.0
Karnataka - Plains District 2737,62080,973.1,70.1,24.1,Wheat,79.8,446.98,6207.4,148.67,4166.3,85.6,104.4,30.1,0.0
Goa - East District 2738,92207,816.0,42.1,22.3,Rice,136.7,739.34,23502.5,308.58,5453.7,77.9,115.6,66.7,0.0
Maharashtra - Plateau District 2739,95051,749.7,58.8,19.5,Rice,128.3,641.82,18572.4,255.34,4841.3,67.1,102.3,69.8,0.0
Gujarat - North District 2740,14984,1898.4,52.4,22.0,Rice,30.0,189.14,4452.9,76.14,1213.6,23.3,120.3,60.1,23.6
Tripura - East District 2741,94323,2082.3,73.1,25.5,Maize,96.8,1071.95,10379.3,476.54,1976.5,20.0,114.3,70.6,0.0
Uttar Pradesh - Coastal District 2742,12481,1096.2,73.9,27.4,Pulses,30.0,87.5,1389.0,26.73,936.8,54.3,103.8,55.0,33.6
Chhattisgarh - Plains District 2743,41367,1489.1,60.4,26.6,Rice,67.0,518.49,9604.8,207.75,2446.2,46.9,112.1,76.1,0.0
Maharashtra - Central District 2744,21748,680.0,72.6,20.1,Pulses,30.0,116.55,1104.7,25.19,936.8,62.6,101.5,48.3,53.3
Puducherry - Valley District 2745,11462,859.2,60.0,25.6,Rice,30.0,119.96,3656.8,46.83,1276.2,69.8,105.1,39.3,51.6
Uttarakhand - Plains District 2746,8129,1011.1,43.2,18.7,Rice,30.0,154.09,4490.3,54.27,1303.9,51.3,97.7,63.5,33.5
Tamil Nadu - Central District 2747,85958,1617.8,27.9,23.6,Wheat,129.8,923.44,16718.3,208.94,6009.4,50.0,110.8,82.6,0.0
Manipur - South District 2748,21263,1530.7,63.3,24.8,Maize,30.0,248.11,3467.4,77.0,592.3,47.0,97.8,57.6,38.9
Haryana - Plateau District 2749,8017,781.5,51.9,17.8,Rice,30.0,105.84,4691.9,66.3,1354.0,74.3,98.6,33.5,49.9
Maharashtra - Delta District 2750,11152,735.9,50.7,32.5,Wheat,30.0,123.25,2971.5,39.44,1615.8,86.0,107.0,65.7,40.4
Uttarakhand - East District 2751,39978,517.0,48.7,25.6,Rice,68.5,312.81,9957.6,122.2,2613.2,77.0,113.5,40.3,34.0
Delhi - East District 2752,9444,1484.2,57.2,30.5,Pulses,30.0,51.44,1220.8,18.94,833.3,49.7,115.7,38.3,32.5
